,queried_protein,hit_protein,length,evalue,score,gaps,sequence
7,A0T0G4,Q0I800,88,7.71871e-34,284.0,0,sp|Q0I800.1| RecName: Full=50S ribosomal protein L27 [Synechococcus sp. CC9311]
8,A0T0G4,Q3AHR5,88,7.80384e-34,284.0,0,sp|Q3AHR5.1| RecName: Full=50S ribosomal protein L27 [Synechococcus sp. CC9605]
9,A0T0G4,Q7U8R7,88,7.8899e-34,284.0,0,sp|Q7U8R7.1| RecName: Full=50S ribosomal protein L27 [Parasynechococcus marenigrum WH 8102]
10,A0T0G4,C4K900,85,7.98905e-34,284.0,0,sp|C4K900.1| RecName: Full=50S ribosomal protein L27 [Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)]
11,A0T0G4,B7KFE2,94,1.11854e-33,284.0,0,sp|B7KFE2.1| RecName: Full=50S ribosomal protein L27 [Gloeothece citriformis PCC 7424]
12,A0T0G4,Q3A1D7,84,1.25798e-33,283.0,0,sp|Q3A1D7.1| RecName: Full=50S ribosomal protein L27 [Syntrophotalea carbinolica DSM 2380]
13,A0T0G4,C6DKH7,85,1.4929e-33,282.0,0,sp|C6DKH7.1| RecName: Full=50S ribosomal protein L27 [Pectobacterium carotovorum subsp. carotovorum PC1]
14,A0T0G4,A5GN79,89,2.01799e-33,282.0,0,sp|A5GN79.1| RecName: Full=50S ribosomal protein L27 [Synechococcus sp. WH 7803]
15,A0T0G4,Q6D9C5,85,2.07464e-33,281.0,0,sp|Q6D9C5.1| RecName: Full=50S ribosomal protein L27 [Pectobacterium atrosepticum SCRI1043]
16,A0T0G4,A9WGJ4,91,2.66212e-33,281.0,0,sp|A9WGJ4.1| RecName: Full=50S ribosomal protein L27 [Chloroflexus aurantiacus J-10-fl] >sp|B9LJ75.1| RecName: Full=50S ribosomal protein L27 [Chloroflexus aurantiacus Y-400-fl]
17,A0T0G4,A5GV22,87,2.70613e-33,281.0,0,sp|A5GV22.1| RecName: Full=50S ribosomal protein L27 [Synechococcus sp. RCC307]
18,A0T0G4,B2IV09,98,3.97218e-33,280.0,0,sp|B2IV09.1| RecName: Full=50S ribosomal protein L27 [Nostoc punctiforme PCC 73102]
19,A0T0G4,P74267,87,5.05646e-33,279.0,0,sp|P74267.1| RecName: Full=50S ribosomal protein L27 [Synechocystis sp. PCC 6803 substr. Kazusa]
0,A0T0G5,A0T0G5,886,0.0,4671.0,0,sp|A0T0G5.1| RecName: Full=Protein translocase subunit SecA [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0G5,P49649,888,0.0,3199.0,8,sp|P49649.1| RecName: Full=Protein translocase subunit SecA [Trieres chinensis]
2,A0T0G5,A0T0V8,878,0.0,3134.0,10,sp|A0T0V8.1| RecName: Full=Protein translocase subunit SecA [Thalassiosira pseudonana]
3,A0T0G5,O78441,877,0.0,2284.0,18,sp|O78441.1| RecName: Full=Protein translocase subunit SecA [Guillardia theta]
4,A0T0G5,Q8DHU4,929,0.0,2255.0,44,sp|Q8DHU4.1| RecName: Full=Protein translocase subunit SecA [Thermosynechococcus vestitus BP-1]
5,A0T0G5,A6MVS6,877,0.0,2244.0,38,sp|A6MVS6.1| RecName: Full=Protein translocase subunit SecA [Rhodomonas salina]
6,A0T0G5,B8HSJ5,932,0.0,2237.0,54,sp|B8HSJ5.1| RecName: Full=Protein translocase subunit SecA [Cyanothece sp. PCC 7425]
7,A0T0G5,Q10VW7,936,0.0,2224.0,49,sp|Q10VW7.1| RecName: Full=Protein translocase subunit SecA [Trichodesmium erythraeum IMS101]
8,A0T0G5,Q3MB92,930,0.0,2210.0,50,sp|Q3MB92.1| RecName: Full=Protein translocase subunit SecA [Trichormus variabilis ATCC 29413]
9,A0T0G5,Q8YMS8,930,0.0,2208.0,50,sp|Q8YMS8.1| RecName: Full=Protein translocase subunit SecA [Nostoc sp. PCC 7120 = FACHB-418]
10,A0T0G5,B7K818,935,0.0,2201.0,73,sp|B7K818.1| RecName: Full=Protein translocase subunit SecA [Gloeothece citriformis PCC 7424]
11,A0T0G5,B0C1V9,929,0.0,2201.0,48,sp|B0C1V9.1| RecName: Full=Protein translocase subunit SecA [Acaryochloris marina MBIC11017]
12,A0T0G5,B2IUA9,930,0.0,2198.0,60,sp|B2IUA9.1| RecName: Full=Protein translocase subunit SecA [Nostoc punctiforme PCC 73102]
13,A0T0G5,Q2JW99,954,0.0,2167.0,48,sp|Q2JW99.1| RecName: Full=Protein translocase subunit SecA [Synechococcus sp. JA-3-3Ab]
14,A0T0G5,B1X0K6,933,0.0,2162.0,57,sp|B1X0K6.1| RecName: Full=Protein translocase subunit SecA [Crocosphaera subtropica ATCC 51142]
15,A0T0G5,Q2JJ09,957,0.0,2161.0,42,sp|Q2JJ09.1| RecName: Full=Protein translocase subunit SecA [Synechococcus sp. JA-2-3B'a(2-13)]
16,A0T0G5,B0JLJ4,938,0.0,2160.0,52,sp|B0JLJ4.1| RecName: Full=Protein translocase subunit SecA [Microcystis aeruginosa NIES-843]
17,A0T0G5,Q55709,932,0.0,2159.0,58,sp|Q55709.1| RecName: Full=Protein translocase subunit SecA [Synechocystis sp. PCC 6803 substr. Kazusa]
18,A0T0G5,B7K110,935,0.0,2158.0,59,sp|B7K110.1| RecName: Full=Protein translocase subunit SecA [Rippkaea orientalis PCC 8801]
19,A0T0G5,P51381,884,0.0,2153.0,42,sp|P51381.1| RecName: Full=Protein translocase subunit SecA [Porphyra purpurea]
0,A0T0G6,A0T0G6,48,8.56628e-26,224.0,0,"sp|A0T0G6.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0G6,P49566,48,2.37211e-19,182.0,0,"sp|P49566.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Trieres chinensis]"
2,A0T0G6,A0T0V9,48,7.18301e-17,166.0,0,"sp|A0T0V9.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Thalassiosira pseudonana]"
3,A0T0G6,Q1XDU7,46,1.23706e-06,99.0,1,"sp|Q1XDU7.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Neopyropia yezoensis]"
4,A0T0G6,A9BBI9,45,3.40186e-06,96.0,1,sp|A9BBI9.1| RecName: Full=50S ribosomal protein L34 [Prochlorococcus marinus str. MIT 9211]
5,A0T0G6,Q4G392,45,3.71404e-06,96.0,7,"sp|Q4G392.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Emiliania huxleyi]"
6,A0T0G6,B2J0Q6,44,8.38492e-06,93.0,1,sp|B2J0Q6.1| RecName: Full=50S ribosomal protein L34 [Nostoc punctiforme PCC 73102]
7,A0T0G6,P51190,46,9.62956e-06,93.0,1,"sp|P51190.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Porphyra purpurea]"
8,A0T0G6,P49164,42,1.10898e-05,92.0,1,"sp|P49164.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Olisthodiscus luteus]"
9,A0T0G6,B7KHE4,48,1.50461e-05,92.0,1,sp|B7KHE4.1| RecName: Full=50S ribosomal protein L34 [Gloeothece citriformis PCC 7424]
10,A0T0G6,O86448,46,3.18402e-05,90.0,1,sp|O86448.1| RecName: Full=50S ribosomal protein L34 [Pseudanabaena sp. PCC 6903]
11,A0T0G6,Q98R56,48,3.90708e-05,89.0,3,sp|Q98R56.1| RecName: Full=50S ribosomal protein L34 [Mycoplasmopsis pulmonis UAB CTIP]
12,A0T0G6,P48130,46,6.01587e-05,88.0,1,"sp|P48130.1| RecName: Full=50S ribosomal protein L34, cyanelle [Cyanophora paradoxa]"
13,A0T0G6,Q10VQ4,46,6.21714e-05,88.0,1,sp|Q10VQ4.1| RecName: Full=50S ribosomal protein L34 [Trichodesmium erythraeum IMS101]
14,A0T0G6,Q4A749,47,7.07733e-05,87.0,0,sp|Q4A749.1| RecName: Full=50S ribosomal protein L34 [Mycoplasma hyopneumoniae 7448] >sp|Q4A912.1| RecName: Full=50S ribosomal protein L34 [Mycoplasma hyopneumoniae J] >sp|Q5ZZK9.1| RecName: Full=50S ribosomal protein L34 [Mycoplasma hyopneumoniae 232]
15,A0T0G6,B2GEU7,44,0.00010692,86.0,1,sp|B2GEU7.1| RecName: Full=50S ribosomal protein L34 [Limosilactobacillus fermentum IFO 3956]
16,A0T0G6,O78440,46,0.00011119,86.0,1,"sp|O78440.1| RecName: Full=50S ribosomal protein L34, chloroplastic [Guillardia theta]"
17,A0T0G6,B1XJD1,45,0.000117725,86.0,1,sp|B1XJD1.1| RecName: Full=50S ribosomal protein L34 [Synechococcus sp. PCC 7002]
18,A0T0G6,Q0ATU1,44,0.000142211,85.0,1,sp|Q0ATU1.1| RecName: Full=50S ribosomal protein L34 [Syntrophomonas wolfei subsp. wolfei str. Goettingen G311]
19,A0T0G6,Q55004,45,0.000169073,85.0,1,sp|Q55004.1| RecName: Full=50S ribosomal protein L34 [Synechocystis sp. PCC 6803 substr. Kazusa]
0,A0T0G8,A0T0G8,420,0.0,2178.0,0,sp|A0T0G8.1| RecName: Full=Cytochrome c biogenesis protein Ccs1 [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0G8,P49539,421,0.0,1534.0,1,sp|P49539.2| RecName: Full=Cytochrome c biogenesis protein Ccs1; AltName: Full=ORF382 [Trieres chinensis]
2,A0T0G8,A0T0W1,421,0.0,1507.0,1,sp|A0T0W1.1| RecName: Full=Cytochrome c biogenesis protein Ccs1 [Thalassiosira pseudonana]
3,A0T0G8,B0CDA5,456,2.97601e-131,996.0,5,sp|B0CDA5.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Acaryochloris marina MBIC11017]
4,A0T0G8,O68616,462,1.69534e-125,959.0,4,sp|O68616.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Synechococcus sp. PCC 7002]
5,A0T0G8,B1WRN9,451,3.80975e-125,955.0,12,sp|B1WRN9.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Crocosphaera subtropica ATCC 51142]
6,A0T0G8,Q3M6F7,461,4.70409e-124,949.0,7,sp|Q3M6F7.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Trichormus variabilis ATCC 29413]
7,A0T0G8,Q9R6Y2,461,6.80427e-124,948.0,7,sp|Q9R6Y2.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Nostoc sp. PCC 7120 = FACHB-418]
8,A0T0G8,B2J814,465,8.67614e-122,935.0,12,sp|B2J814.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Nostoc punctiforme PCC 73102]
9,A0T0G8,B0JHI7,447,2.0018e-119,917.0,6,sp|B0JHI7.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Microcystis aeruginosa NIES-843]
10,A0T0G8,Q118K5,472,2.88385e-119,918.0,6,sp|Q118K5.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Trichodesmium erythraeum IMS101]
11,A0T0G8,Q2JXK6,478,1.22383e-116,902.0,13,sp|Q2JXK6.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Synechococcus sp. JA-3-3Ab]
12,A0T0G8,B2XTT2,426,7.75715e-116,891.0,16,sp|B2XTT2.1| RecName: Full=Cytochrome c biogenesis protein Ccs1 [Heterosigma akashiwo CCMP452]
13,A0T0G8,B2XTC6,423,8.18796e-115,884.0,16,sp|B2XTC6.1| RecName: Full=Cytochrome c biogenesis protein Ccs1 [Heterosigma akashiwo NIES-293]
14,A0T0G8,P73912,458,2.75054e-114,884.0,10,sp|P73912.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Synechocystis sp. PCC 6803 substr. Kazusa]
15,A0T0G8,Q1XDC4,440,9.36369e-114,879.0,8,sp|Q1XDC4.1| RecName: Full=Cytochrome c biogenesis protein Ccs1 [Neopyropia yezoensis]
16,A0T0G8,Q2JNP5,469,2.14229e-113,879.0,15,sp|Q2JNP5.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Synechococcus sp. JA-2-3B'a(2-13)]
17,A0T0G8,Q31RG5,456,2.3069e-113,878.0,4,sp|Q31RG5.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q9R6T0.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Synechococcus elongatus PCC 6301]
18,A0T0G8,Q8DL16,442,1.20069e-111,865.0,14,sp|Q8DL16.1| RecName: Full=Cytochrome c biogenesis protein CcsB [Thermosynechococcus vestitus BP-1]
19,A0T0G8,P51363,437,4.12774e-108,841.0,5,sp|P51363.1| RecName: Full=Cytochrome c biogenesis protein Ccs1; AltName: Full=ORF437 [Porphyra purpurea]
0,A0T0G9,A0T0G9,360,0.0,1897.0,0,sp|A0T0G9.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0G9,P49460,360,0.0,1861.0,0,sp|P49460.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Trieres chinensis]
2,A0T0G9,A0T0W2,360,0.0,1850.0,0,sp|A0T0W2.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Thalassiosira pseudonana]
3,A0T0G9,A6MVT2,360,0.0,1745.0,0,sp|A6MVT2.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Rhodomonas salina]
4,A0T0G9,Q32389,360,0.0,1744.0,0,sp|Q32389.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Heterosigma akashiwo]
5,A0T0G9,P48265,360,0.0,1737.0,0,sp|P48265.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Bumilleriopsis filiformis]
6,A0T0G9,O78446,360,0.0,1736.0,0,sp|O78446.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Guillardia theta]
7,A0T0G9,P12719,360,0.0,1730.0,0,sp|P12719.2| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Cyanophora paradoxa]
8,A0T0G9,O19895,360,0.0,1729.0,0,sp|O19895.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Cyanidium caldarium]
9,A0T0G9,Q3MAB1,360,0.0,1726.0,0,sp|Q3MAB1.1| RecName: Full=Photosystem II protein D1 2; Short=PSII D1 protein 2; AltName: Full=Photosystem II Q(B) protein 2; Flags: Precursor [Trichormus variabilis ATCC 29413]
10,A0T0G9,Q85G59,360,0.0,1722.0,0,sp|Q85G59.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Cyanidioschyzon merolae strain 10D]
11,A0T0G9,P31694,360,0.0,1720.0,0,sp|P31694.1| RecName: Full=Photosystem II protein D1 2; Short=PSII D1 protein 2; AltName: Full=Photosystem II Q(B) protein 2; Flags: Precursor [Nostoc sp. PCC 7120 = FACHB-418]
12,A0T0G9,B1XM24,360,0.0,1717.0,0,sp|B1XM24.2| RecName: Full=Photosystem II protein D1 1; Short=PSII D1 protein 1; AltName: Full=Photosystem II Q(B) protein 1; Flags: Precursor [Synechococcus sp. PCC 7002]
13,A0T0G9,B1XMC3,360,0.0,1715.0,0,sp|B1XMC3.1| RecName: Full=Photosystem II protein D1 2; Short=PSII D1 protein 2; AltName: Full=Photosystem II Q(B) protein 2; Flags: Precursor [Synechococcus sp. PCC 7002]
14,A0T0G9,P04997,360,0.0,1715.0,0,sp|P04997.1| RecName: Full=Photosystem II protein D1 2; Short=PSII D1 protein 2; AltName: Full=Photosystem II Q(B) protein 2; Flags: Precursor [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N5R2.1| RecName: Full=Photosystem II protein D1 1; Short=PSII D1 protein 1; AltName: Full=Photosystem II Q(B) protein 1; Flags: Precursor [Synechococcus elongatus PCC 6301]
15,A0T0G9,Q3MB78,360,0.0,1710.0,0,sp|Q3MB78.1| RecName: Full=Photosystem II protein D1 3; Short=PSII D1 protein 3; AltName: Full=Photosystem II Q(B) protein 3; Flags: Precursor [Trichormus variabilis ATCC 29413]
16,A0T0G9,P46242,360,0.0,1709.0,0,sp|P46242.1| RecName: Full=Photosystem II protein D1 1; Short=PSII D1 protein 1; AltName: Full=32 kDa thylakoid membrane protein 1; AltName: Full=Photosystem II Q(B) protein 1; Flags: Precursor [Nostoc sp. PCC 7120 = FACHB-418]
17,A0T0G9,P07063,360,0.0,1708.0,0,sp|P07063.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Microchaete diplosiphon]
18,A0T0G9,Q5N4D2,360,0.0,1708.0,0,sp|Q5N4D2.1| RecName: Full=Photosystem II protein D1 2; Short=PSII D1 protein 2; AltName: Full=Photosystem II Q(B) protein 2; Flags: Precursor [Synechococcus elongatus PCC 6301]
19,A0T0G9,P29270,360,0.0,1706.0,0,sp|P29270.1| RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor [Trichormus azollae]
0,A0T0H2,A0T0H2,203,6.90713e-148,1057.0,0,"sp|A0T0H2.1| RecName: Full=30S ribosomal protein S4, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0H2,P49492,206,2.42426e-98,732.0,3,"sp|P49492.1| RecName: Full=30S ribosomal protein S4, chloroplastic [Trieres chinensis]"
2,A0T0H2,A0T0W7,205,1.91591e-90,680.0,4,"sp|A0T0W7.1| RecName: Full=30S ribosomal protein S4, chloroplastic [Thalassiosira pseudonana]"
3,A0T0H2,Q31N52,202,2.18988e-78,601.0,2,sp|Q31N52.1| RecName: Full=30S ribosomal protein S4 [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5MZ57.1| RecName: Full=30S ribosomal protein S4 [Synechococcus elongatus PCC 6301]
4,A0T0H2,B2J1M8,202,2.38401e-76,587.0,2,sp|B2J1M8.1| RecName: Full=30S ribosomal protein S4 [Nostoc punctiforme PCC 73102]
5,A0T0H2,A9BE29,202,4.74666e-76,585.0,2,sp|A9BE29.1| RecName: Full=30S ribosomal protein S4 [Prochlorococcus marinus str. MIT 9211]
6,A0T0H2,A2CBJ1,202,1.07751e-75,583.0,2,sp|A2CBJ1.1| RecName: Full=30S ribosomal protein S4 [Prochlorococcus marinus str. MIT 9303] >sp|Q7V8U9.1| RecName: Full=30S ribosomal protein S4 [Prochlorococcus marinus str. MIT 9313]
7,A0T0H2,Q4G3A4,202,2.16882e-75,581.0,2,"sp|Q4G3A4.1| RecName: Full=30S ribosomal protein S4, chloroplastic [Emiliania huxleyi]"
8,A0T0H2,Q7U5K9,202,2.21675e-75,581.0,2,sp|Q7U5K9.1| RecName: Full=30S ribosomal protein S4 [Parasynechococcus marenigrum WH 8102]
9,A0T0H2,Q3ALH7,202,3.0435e-75,580.0,2,sp|Q3ALH7.1| RecName: Full=30S ribosomal protein S4 [Synechococcus sp. CC9605]
10,A0T0H2,A5GJA2,202,4.61049e-75,579.0,2,sp|A5GJA2.1| RecName: Full=30S ribosomal protein S4 [Synechococcus sp. WH 7803]
11,A0T0H2,Q7VDG7,202,4.76416e-75,579.0,2,sp|Q7VDG7.1| RecName: Full=30S ribosomal protein S4 [Prochlorococcus marinus subsp. marinus str. CCMP1375]
12,A0T0H2,Q119M5,202,5.31438e-75,578.0,2,sp|Q119M5.1| RecName: Full=30S ribosomal protein S4 [Trichodesmium erythraeum IMS101]
13,A0T0H2,Q8YTI0,202,1.76831e-74,575.0,2,sp|Q8YTI0.1| RecName: Full=30S ribosomal protein S4 [Nostoc sp. PCC 7120 = FACHB-418]
14,A0T0H2,Q3M534,202,2.45439e-74,574.0,2,sp|Q3M534.1| RecName: Full=30S ribosomal protein S4 [Trichormus variabilis ATCC 29413]
15,A0T0H2,A5GRL5,202,3.48193e-74,573.0,2,sp|A5GRL5.1| RecName: Full=30S ribosomal protein S4 [Synechococcus sp. RCC307]
16,A0T0H2,P48939,202,3.88401e-74,573.0,2,sp|P48939.1| RecName: Full=30S ribosomal protein S4 [Synechocystis sp. PCC 6803 substr. Kazusa]
17,A0T0H2,Q0ICH5,202,5.04875e-74,572.0,2,sp|Q0ICH5.1| RecName: Full=30S ribosomal protein S4 [Synechococcus sp. CC9311]
18,A0T0H2,P51219,201,6.93156e-74,571.0,2,"sp|P51219.1| RecName: Full=30S ribosomal protein S4, chloroplastic [Porphyra purpurea]"
19,A0T0H2,A6MVT7,202,1.79347e-73,568.0,2,"sp|A6MVT7.1| RecName: Full=30S ribosomal protein S4, chloroplastic [Rhodomonas salina]"
0,A0T0H4,A0T0H4,706,0.0,3666.0,0,"sp|A0T0H4.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit, chloroplastic; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0H4,Q5N5G8,811,8.98336e-112,921.0,31,sp|Q5N5G8.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechococcus elongatus PCC 6301]
2,A0T0H4,P74764,810,2.33744e-111,918.0,28,sp|P74764.2| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechococcus elongatus PCC 7942 = FACHB-805]
3,A0T0H4,P51346,720,9.05347e-110,901.0,56,"sp|P51346.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit, chloroplastic; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Porphyra purpurea]"
4,A0T0H4,Q8YMH5,810,9.428e-108,894.0,27,sp|Q8YMH5.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Nostoc sp. PCC 7120 = FACHB-418]
5,A0T0H4,P74296,810,1.21328e-107,893.0,21,sp|P74296.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechocystis sp. PCC 6803 substr. Kazusa]
6,A0T0H4,Q3MAZ7,810,2.04722e-106,885.0,33,sp|Q3MAZ7.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Trichormus variabilis ATCC 29413]
7,A0T0H4,Q8DL37,821,9.75168e-106,881.0,40,sp|Q8DL37.2| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Thermosynechococcus vestitus BP-1]
8,A0T0H4,Q2JHU3,825,7.23537e-101,847.0,56,sp|Q2JHU3.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechococcus sp. JA-2-3B'a(2-13)]
9,A0T0H4,Q2JXF6,825,4.41995e-99,835.0,46,sp|Q2JXF6.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechococcus sp. JA-3-3Ab]
10,A0T0H4,Q1XDE1,719,1.32632e-98,825.0,37,"sp|Q1XDE1.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit, chloroplastic; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Neopyropia yezoensis]"
11,A0T0H4,Q7NCQ2,785,9.52597e-91,775.0,44,sp|Q7NCQ2.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Gloeobacter violaceus PCC 7421]
12,A0T0H4,Q7V1J8,821,3.192e-84,732.0,55,sp|Q7V1J8.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Prochlorococcus marinus subsp. pastoris str. CCMP1986]
13,A0T0H4,Q3AJY9,807,3.20972e-81,710.0,42,sp|Q3AJY9.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechococcus sp. CC9605]
14,A0T0H4,Q3AVJ1,807,7.82158e-81,707.0,32,sp|Q3AVJ1.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Synechococcus sp. CC9902]
15,A0T0H4,Q46KZ8,824,1.42753e-79,699.0,38,sp|Q46KZ8.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Prochlorococcus marinus str. NATL2A]
16,A0T0H4,Q9K896,808,2.3481e-79,697.0,52,sp|Q9K896.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Halalkalibacterium halodurans C-125]
17,A0T0H4,Q8CSY8,800,1.8321e-78,690.0,53,sp|Q8CSY8.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Staphylococcus epidermidis ATCC 12228]
18,A0T0H4,Q2FHU2,800,1.04839e-77,685.0,40,sp|Q2FHU2.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Staphylococcus aureus subsp. aureus USA300]
19,A0T0H4,Q4L5E4,800,2.93472e-77,681.0,41,sp|Q4L5E4.1| RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Staphylococcus haemolyticus JCSC1435]
0,A0T0H5,A0T0H5,115,5.04648e-81,600.0,0,sp|A0T0H5.1| RecName: Full=Photosystem II reaction center Psb28 protein; AltName: Full=Photosystem II 13 kDa protein; AltName: Full=Photosystem II reaction center W protein [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0H5,P49508,115,2.19159e-77,576.0,0,sp|P49508.1| RecName: Full=Photosystem II reaction center Psb28 protein; AltName: Full=Photosystem II 13 kDa protein; AltName: Full=Photosystem II reaction center W protein [Trieres chinensis]
2,A0T0H5,A0T0W9,114,4.93592e-68,515.0,0,sp|A0T0W9.1| RecName: Full=Photosystem II reaction center Psb28 protein; AltName: Full=Photosystem II 13 kDa protein; AltName: Full=Photosystem II reaction center W protein [Thalassiosira pseudonana]
3,A0T0H5,Q1XDE0,115,1.06496e-58,453.0,0,sp|Q1XDE0.1| RecName: Full=Photosystem II reaction center Psb28 protein; AltName: Full=Photosystem II 13 kDa protein; AltName: Full=Photosystem II reaction center W protein [Neopyropia yezoensis]
4,A0T0H5,P51347,115,4.19538e-58,450.0,0,sp|P51347.1| RecName: Full=Photosystem II reaction center Psb28 protein; AltName: Full=Photosystem II 13 kDa protein; AltName: Full=Photosystem II reaction center W protein [Porphyra purpurea]
5,A0T0H5,O78418,116,9.33194e-58,447.0,0,sp|O78418.1| RecName: Full=Photosystem II reaction center Psb28 protein; AltName: Full=Photosystem II 13 kDa protein; AltName: Full=Photosystem II reaction center W protein [Guillardia theta]
