Hit,DB,Protein1,Protein2,Organism,Length,Score,Identities,Positives,E
5,swissprot,A0T0J3,A5GAV7,Geotalea uraniireducens Rf4,179,459.0,51.96,68.72,1.55321e-57
6,swissprot,A0T0J3,P73306,Synechocystis sp. PCC 6803 substr. Kazusa,179,454.0,49.16,67.04,8.34504e-57
7,swissprot,A0T0J3,B5EFR5,Citrifermentans bemidjiense Bem,179,454.0,52.51,66.48,8.62287e-57
8,swissprot,A0T0J3,Q8ETW8,Oceanobacillus iheyensis HTE831,178,452.0,51.69,67.98,1.3806e-56
9,swissprot,A0T0J3,B9M6G3,Geotalea daltonii FRC-32,179,452.0,51.40,67.60,1.55478e-56
10,swissprot,A0T0J3,B5YDV8,Dictyoglomus thermophilum H-6-12,180,450.0,50.56,68.33,2.95669e-56
11,swissprot,A0T0J3,B8E1E8,Dictyoglomus turgidum DSM 6724,180,448.0,48.89,68.89,6.70389e-56
12,swissprot,A0T0J3,B3E845,Trichlorobacter lovleyi SZ,179,443.0,49.16,67.04,3.06038e-55
13,swissprot,A0T0J3,B2A4F4,Natranaerobius thermophilus JW/NM-WN-LF,178,442.0,51.69,67.42,4.63978e-55
14,swissprot,A0T0J3,A0L5Y8,Magnetococcus marinus MC-1,177,440.0,47.46,64.97,1.11247e-54
15,swissprot,A0T0J3,Q65P92,Bacillus licheniformis DSM 13 = ATCC 14580,178,439.0,52.25,64.61,1.19904e-54
16,swissprot,A0T0J3,A5GVX4,Synechococcus sp. RCC307,179,438.0,46.93,65.92,2.27924e-54
17,swissprot,A0T0J3,A1ALV6,Pelobacter propionicus DSM 2379,179,436.0,46.93,70.95,3.52643e-54
18,swissprot,A0T0J3,A0LIK5,Syntrophobacter fumaroxidans MPOB,179,436.0,49.72,65.92,4.4345e-54
19,swissprot,A0T0J3,O23049,Arabidopsis thaliana,223,438.0,38.57,51.12,7.28826e-54
20,swissprot,A0T0J3,B3E0J9,Methylacidiphilum infernorum V4,179,434.0,45.81,69.83,9.41423e-54
1,swissprot,A0T0J4,A0T0J4,Phaeodactylum tricornutum CCAP 1055/1,135,693.0,100.00,100.00,1.18246e-94
2,swissprot,A0T0J4,P49554,Trieres chinensis,135,516.0,86.67,94.07,1.47723e-67
3,swissprot,A0T0J4,A0T0Y8,Thalassiosira pseudonana,135,497.0,84.44,93.33,1.12173e-64
4,swissprot,A0T0J4,Q3MFA6,Trichormus variabilis ATCC 29413,120,329.0,50.83,73.33,2.11172e-39
5,swissprot,A0T0J4,Q8YPJ4,Nostoc sp. PCC 7120 = FACHB-418,120,323.0,50.00,72.50,2.21443e-38
6,swissprot,A0T0J4,Q5L3S3,Geobacillus kaustophilus HTA426,120,320.0,52.50,71.67,6.1188e-38
7,swissprot,A0T0J4,A4IJK4,Geobacillus thermodenitrificans NG80-2,120,319.0,51.67,70.83,8.87213e-38
8,swissprot,A0T0J4,P09415,Geobacillus stearothermophilus,120,316.0,51.67,71.67,2.03562e-37
9,swissprot,A0T0J4,O46909,Guillardia theta,107,315.0,50.47,77.57,2.3328e-37
10,swissprot,A0T0J4,Q110C2,Trichodesmium erythraeum IMS101,120,312.0,48.33,65.00,7.6357e-37
11,swissprot,A0T0J4,A5GIT0,Synechococcus sp. WH 7803,122,312.0,47.54,61.48,8.3746e-37
12,swissprot,A0T0J4,Q8SAY0,Oryza sativa Japonica Group,170,316.0,38.82,52.94,8.74319e-37
13,swissprot,A0T0J4,A9VP93,Bacillus mycoides KBAB4,120,312.0,48.33,70.00,1.03681e-36
14,swissprot,A0T0J4,A6TWG6,Alkaliphilus metalliredigens QYMF,122,312.0,46.72,69.67,1.04195e-36
15,swissprot,A0T0J4,C5D3T3,Geobacillus sp. WCH70,120,311.0,52.50,72.50,1.48684e-36
16,swissprot,A0T0J4,B2ITP0,Nostoc punctiforme PCC 73102,120,310.0,49.17,73.33,1.95377e-36
17,swissprot,A0T0J4,A5GVX5,Synechococcus sp. RCC307,120,309.0,45.00,62.50,2.45753e-36
18,swissprot,A0T0J4,P46899,Bacillus subtilis subsp. subtilis str. 168,120,309.0,52.50,70.00,2.45753e-36
19,swissprot,A0T0J4,B5YDV9,Dictyoglomus thermophilum H-6-12,122,309.0,46.72,69.67,2.84621e-36
20,swissprot,A0T0J4,A8F9A1,Bacillus pumilus SAFR-032,120,308.0,49.17,68.33,3.44796e-36
1,swissprot,A0T0J5,A0T0J5,Phaeodactylum tricornutum CCAP 1055/1,176,876.0,100.00,100.00,3.5478e-121
2,swissprot,A0T0J5,P49493,Trieres chinensis,185,704.0,76.22,84.86,7.21221e-95
3,swissprot,A0T0J5,A0T0Y9,Thalassiosira pseudonana,179,675.0,73.18,85.47,1.97547e-90
4,swissprot,A0T0J5,P23402,Cyanophora paradoxa,169,503.0,59.17,78.11,1.58378e-64
5,swissprot,A0T0J5,Q3MFA5,Trichormus variabilis ATCC 29413,174,493.0,60.34,75.29,6.79335e-63
6,swissprot,A0T0J5,B7KI03,Gloeothece citriformis PCC 7424,173,488.0,58.96,74.57,4.4556e-62
7,swissprot,A0T0J5,B2ITN9,Nostoc punctiforme PCC 73102,175,487.0,57.71,72.57,6.66724e-62
8,swissprot,A0T0J5,A6MW17,Rhodomonas salina,168,480.0,59.52,75.60,4.95187e-61
9,swissprot,A0T0J5,B0C1E9,Acaryochloris marina MBIC11017,177,475.0,55.37,73.45,4.14155e-60
10,swissprot,A0T0J5,B0JHY7,Microcystis aeruginosa NIES-843,173,472.0,56.65,69.36,1.13568e-59
11,swissprot,A0T0J5,P73304,Synechocystis sp. PCC 6803 substr. Kazusa,173,462.0,56.65,72.83,3.70526e-58
12,swissprot,A0T0J5,Q4G352,Emiliania huxleyi,159,459.0,57.86,74.84,6.20591e-58
13,swissprot,A0T0J5,B7K232,Rippkaea orientalis PCC 8801,173,459.0,57.23,73.41,9.07442e-58
14,swissprot,A0T0J5,B1XJJ1,Synechococcus sp. PCC 7002,173,450.0,54.91,73.99,2.62235e-56
15,swissprot,A0T0J5,O24705,Synechococcus elongatus PCC 6301,180,448.0,48.89,67.22,5.22707e-56
16,swissprot,A0T0J5,Q1XDJ0,Neopyropia yezoensis,174,447.0,50.57,66.67,6.00565e-56
17,swissprot,A0T0J5,P51298,Porphyra purpurea,174,445.0,50.57,66.67,1.60439e-55
18,swissprot,A0T0J5,B1WQS7,Crocosphaera subtropica ATCC 51142,173,444.0,56.07,72.83,1.65996e-55
19,swissprot,A0T0J5,Q9TLU8,Cyanidium caldarium,168,441.0,49.40,67.86,5.20021e-55
20,swissprot,A0T0J5,Q6B8W9,Gracilaria tenuistipitata var. liui,172,441.0,50.58,68.60,5.2877e-55
1,swissprot,A0T0J7,A0T0J7,Phaeodactylum tricornutum CCAP 1055/1,37,181.0,100.00,100.00,1.58255e-19
2,swissprot,A0T0J7,A0T0Z1,Thalassiosira pseudonana,37,173.0,94.59,97.30,2.69681e-18
3,swissprot,A0T0J7,Q3AMQ0,Synechococcus sp. CC9605,37,169.0,89.19,97.30,1.16328e-17
4,swissprot,A0T0J7,Q3AW73,Synechococcus sp. CC9902,37,168.0,86.49,97.30,1.94994e-17
5,swissprot,A0T0J7,A2CC48,Prochlorococcus marinus str. MIT 9303,37,166.0,86.49,97.30,3.34123e-17
6,swissprot,A0T0J7,A5GIS5,Synechococcus sp. WH 7803,37,166.0,86.49,94.59,3.45324e-17
7,swissprot,A0T0J7,A5GVY0,Synechococcus sp. RCC307,37,166.0,83.78,97.30,4.02764e-17
8,swissprot,A0T0J7,B8G1Z0,Desulfitobacterium hafniense DCB-2,37,165.0,86.49,97.30,4.69758e-17
9,swissprot,A0T0J7,B7KI08,Gloeothece citriformis PCC 7424,37,165.0,86.49,97.30,5.01779e-17
10,swissprot,A0T0J7,Q7TUP2,Prochlorococcus marinus str. MIT 9313,37,165.0,86.49,94.59,5.66262e-17
11,swissprot,A0T0J7,Q0P3P7,Ostreococcus tauri,37,163.0,89.19,94.59,9.70288e-17
12,swissprot,A0T0J7,P66301,Streptomyces coelicolor A3(2),37,162.0,81.08,97.30,1.62644e-16
13,swissprot,A0T0J7,P49568,Trieres chinensis,37,161.0,91.89,91.89,2.04867e-16
14,swissprot,A0T0J7,Q1XDJ2,Neopyropia yezoensis,37,161.0,81.08,97.30,2.31194e-16
15,swissprot,A0T0J7,B1X4Y8,Paulinella chromatophora,37,160.0,81.08,97.30,2.63787e-16
16,swissprot,A0T0J7,Q0ID25,Synechococcus sp. CC9311,37,159.0,83.78,94.59,3.62805e-16
17,swissprot,A0T0J7,B3DFA8,Microcystis aeruginosa NIES-843,37,159.0,83.78,94.59,4.13952e-16
18,swissprot,A0T0J7,P51296,Porphyra purpurea,37,159.0,81.08,97.30,4.47055e-16
19,swissprot,A0T0J7,P59774,Chlamydomonas reinhardtii,37,158.0,86.49,89.19,5.94924e-16
20,swissprot,A0T0J7,Q6A6Q7,Cutibacterium acnes KPA171202,37,158.0,78.38,97.30,6.56779e-16
1,swissprot,A0T0J8,A0T0J8,Phaeodactylum tricornutum CCAP 1055/1,123,625.0,100.00,100.00,1.31395e-84
2,swissprot,A0T0J8,P49501,Trieres chinensis,123,559.0,88.62,93.50,1.34379e-74
3,swissprot,A0T0J8,A0T0Z2,Thalassiosira pseudonana,123,526.0,82.11,91.06,1.61445e-69
4,swissprot,A0T0J8,B0TC82,Heliomicrobium modesticaldum Ice1,123,367.0,60.98,76.42,2.44041e-45
5,swissprot,A0T0J8,Q2JUJ3,Synechococcus sp. JA-3-3Ab,127,357.0,55.91,71.65,8.77137e-44
6,swissprot,A0T0J8,C4ZBU3,[Eubacterium,122,356.0,57.38,73.77,1.2452e-43
7,swissprot,A0T0J8,A9KJG9,Lachnoclostridium phytofermentans ISDg,122,356.0,58.20,73.77,1.37412e-43
8,swissprot,A0T0J8,Q5Z1L2,Nocardia farcinica IFM 10152,123,355.0,55.28,74.80,1.6157e-43
9,swissprot,A0T0J8,B8G1Z1,Desulfitobacterium hafniense DCB-2,123,355.0,58.54,74.80,1.66964e-43
10,swissprot,A0T0J8,Q0SQH0,Clostridium perfringens SM101,121,355.0,57.02,76.03,2.02017e-43
11,swissprot,A0T0J8,A1ALW4,Pelobacter propionicus DSM 2379,122,353.0,56.56,76.23,3.15727e-43
12,swissprot,A0T0J8,B1I1M4,Candidatus Desulforudis audaxviator MP104C,123,353.0,59.35,75.61,3.51447e-43
13,swissprot,A0T0J8,Q0AUK6,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,122,353.0,58.20,75.41,4.15099e-43
14,swissprot,A0T0J8,Q2JL76,Synechococcus sp. JA-2-3B'a(2-13),127,353.0,55.91,70.87,4.38239e-43
15,swissprot,A0T0J8,Q1IX96,Deinococcus geothermalis DSM 11300,126,351.0,55.56,73.02,6.95522e-43
16,swissprot,A0T0J8,B0K5R8,Thermoanaerobacter sp. X514,122,351.0,56.56,76.23,8.27213e-43
17,swissprot,A0T0J8,P62655,Thermus thermophilus HB27,126,351.0,57.14,70.63,8.65684e-43
18,swissprot,A0T0J8,Q97EK3,Clostridium acetobutylicum ATCC 824,123,350.0,56.10,70.73,9.00817e-43
19,swissprot,A0T0J8,P48137,Cyanophora paradoxa,126,327.0,56.35,75.40,3.60975e-39
20,swissprot,A0T0J8,Q1XDJ3,Neopyropia yezoensis,126,325.0,57.14,77.78,8.28697e-39
1,swissprot,A0T0J9,A0T0J9,Phaeodactylum tricornutum CCAP 1055/1,130,669.0,100.00,100.00,3.64499e-91
2,swissprot,A0T0J9,P49499,Trieres chinensis,130,535.0,85.38,93.08,1.02507e-70
3,swissprot,A0T0J9,A0T0Z3,Thalassiosira pseudonana,130,504.0,80.77,90.77,6.13642e-66
4,swissprot,A0T0J9,B0C431,Acaryochloris marina MBIC11017,130,465.0,63.85,81.54,5.08286e-60
5,swissprot,A0T0J9,Q7NFF3,Gloeobacter violaceus PCC 7421,130,440.0,62.31,76.15,3.12306e-56
6,swissprot,A0T0J9,P48136,Cyanophora paradoxa,130,440.0,61.54,79.23,3.56191e-56
7,swissprot,A0T0J9,Q19VB6,Chlorokybus atmophyticus,130,439.0,63.85,75.38,5.76842e-56
8,swissprot,A0T0J9,Q9MUU9,Mesostigma viride,130,437.0,60.77,76.15,8.65202e-56
9,swissprot,A0T0J9,P73298,Synechocystis sp. PCC 6803 substr. Kazusa,130,430.0,65.38,82.31,1.14823e-54
10,swissprot,A0T0J9,O46913,Guillardia theta,130,429.0,60.00,72.31,1.83913e-54
11,swissprot,A0T0J9,B2ITN2,Nostoc punctiforme PCC 73102,131,418.0,64.89,80.15,6.97378e-53
12,swissprot,A0T0J9,P59379,Thermosynechococcus vestitus BP-1,130,418.0,63.85,80.77,8.98362e-53
13,swissprot,A0T0J9,P51294,Porphyra purpurea,130,417.0,65.38,83.08,9.59384e-53
14,swissprot,A0T0J9,O24709,Synechococcus elongatus PCC 6301,130,416.0,66.15,80.77,1.43878e-52
15,swissprot,A0T0J9,B8HMS7,Cyanothece sp. PCC 7425,132,416.0,62.88,78.79,1.74758e-52
16,swissprot,A0T0J9,Q3MF98,Trichormus variabilis ATCC 29413,131,415.0,64.12,80.15,2.53949e-52
17,swissprot,A0T0J9,Q1XDJ4,Neopyropia yezoensis,130,413.0,65.38,82.31,3.77204e-52
18,swissprot,A0T0J9,A5GIS3,Synechococcus sp. WH 7803,130,407.0,66.15,81.54,3.845e-51
19,swissprot,A0T0J9,Q3AMQ2,Synechococcus sp. CC9605,130,402.0,65.38,80.77,1.82059e-50
20,swissprot,A0T0J9,Q318K6,Prochlorococcus marinus str. MIT 9312,130,400.0,65.38,80.77,4.32404e-50
1,swissprot,A0T0K0,A0T0K0,Phaeodactylum tricornutum CCAP 1055/1,311,1618.0,100.00,100.00,0.0
2,swissprot,A0T0K0,P49465,Trieres chinensis,312,1150.0,68.59,82.69,1.76892e-158
3,swissprot,A0T0K0,A0T0Z4,Thalassiosira pseudonana,313,1077.0,66.77,81.79,2.06934e-147
4,swissprot,A0T0K0,P51293,Porphyra purpurea,311,802.0,51.77,69.13,1.51935e-105
5,swissprot,A0T0K0,Q1XDJ5,Neopyropia yezoensis,311,793.0,50.16,68.81,2.58698e-104
6,swissprot,A0T0K0,Q6B8X4,Gracilaria tenuistipitata var. liui,314,779.0,49.36,67.83,5.0083e-102
7,swissprot,A0T0K0,O46914,Guillardia theta,318,776.0,50.00,67.92,1.2384e-101
8,swissprot,A0T0K0,Q01569,Pyrenomonas salina,314,773.0,50.00,67.52,4.01414e-101
9,swissprot,A0T0K0,Q110D1,Trichodesmium erythraeum IMS101,314,770.0,48.73,68.79,1.02458e-100
10,swissprot,A0T0K0,Q2JUJ5,Synechococcus sp. JA-3-3Ab,331,767.0,45.92,62.84,5.36449e-100
11,swissprot,A0T0K0,P48118,Cyanophora paradoxa,315,759.0,47.94,66.35,5.40427e-99
12,swissprot,A0T0K0,Q3MF97,Trichormus variabilis ATCC 29413,315,755.0,47.30,66.35,1.83031e-98
13,swissprot,A0T0K0,Q8YPK3,Nostoc sp. PCC 7120 = FACHB-418,315,755.0,47.30,66.35,2.1087e-98
14,swissprot,A0T0K0,A6MW22,Rhodomonas salina,314,752.0,49.36,68.15,5.61965e-98
15,swissprot,A0T0K0,Q2JL74,Synechococcus sp. JA-2-3B'a(2-13),335,750.0,44.18,62.69,2.15679e-97
16,swissprot,A0T0K0,P73297,Synechocystis sp. PCC 6803 substr. Kazusa,314,728.0,47.77,65.29,2.45781e-94
17,swissprot,A0T0K0,O24710,Synechococcus elongatus PCC 6301,309,727.0,45.95,66.34,2.96088e-94
18,swissprot,A0T0K0,Q7NFF5,Gloeobacter violaceus PCC 7421,314,726.0,45.86,65.92,4.52111e-94
19,swissprot,A0T0K0,Q8DML0,Thermosynechococcus vestitus BP-1,321,727.0,46.73,64.49,4.65895e-94
20,swissprot,A0T0K0,A2CI44,Chlorokybus atmophyticus,318,701.0,47.17,65.72,2.6585e-90
1,swissprot,A0T0K2,A0T0K2,Phaeodactylum tricornutum CCAP 1055/1,138,713.0,100.00,100.00,1.75261e-97
2,swissprot,A0T0K2,A0T0Z6,Thalassiosira pseudonana,134,523.0,71.64,85.07,1.1352e-68
3,swissprot,A0T0K2,P49497,Trieres chinensis,138,473.0,65.94,78.99,5.57948e-61
4,swissprot,A0T0K2,Q9MUV1,Mesostigma viride,137,425.0,58.39,72.26,1.08188e-53
5,swissprot,A0T0K2,Q6B8X6,Gracilaria tenuistipitata var. liui,137,418.0,59.12,70.80,1.28436e-52
6,swissprot,A0T0K2,B8HNG6,Cyanothece sp. PCC 7425,137,402.0,57.66,67.15,3.52491e-50
7,swissprot,A0T0K2,Q3MF93,Trichormus variabilis ATCC 29413,138,400.0,53.62,68.12,8.17331e-50
8,swissprot,A0T0K2,B2ITM7,Nostoc punctiforme PCC 73102,138,395.0,52.90,67.39,4.31192e-49
9,swissprot,A0T0K2,Q1XDJ7,Neopyropia yezoensis,137,390.0,54.01,69.34,2.20471e-48
10,swissprot,A0T0K2,Q8DMK7,Thermosynechococcus vestitus BP-1,137,390.0,57.66,70.80,2.56962e-48
11,swissprot,A0T0K2,B0C426,Acaryochloris marina MBIC11017,137,390.0,55.47,66.42,2.59788e-48
12,swissprot,A0T0K2,P51291,Porphyra purpurea,137,387.0,53.28,69.34,5.83706e-48
13,swissprot,A0T0K2,B1WQT9,Crocosphaera subtropica ATCC 51142,137,382.0,54.01,64.23,4.27354e-47
14,swissprot,A0T0K2,B1XJI0,Synechococcus sp. PCC 7002,137,381.0,54.01,64.96,6.06445e-47
15,swissprot,A0T0K2,Q2JUJ9,Synechococcus sp. JA-3-3Ab,137,378.0,54.01,65.69,1.57047e-46
16,swissprot,A0T0K2,Q2JL70,Synechococcus sp. JA-2-3B'a(2-13),136,377.0,55.15,65.44,2.06825e-46
17,swissprot,A0T0K2,P48135,Cyanophora paradoxa,134,377.0,53.73,68.66,2.266e-46
18,swissprot,A0T0K2,P19459,Guillardia theta,134,376.0,55.22,67.91,2.72906e-46
19,swissprot,A0T0K2,B7KI15,Gloeothece citriformis PCC 7424,137,372.0,51.82,64.23,1.35407e-45
20,swissprot,A0T0K2,B0JY34,Microcystis aeruginosa NIES-843,137,371.0,52.55,67.88,2.1669e-45
1,swissprot,A0T0K3,A0T0K3,Phaeodactylum tricornutum CCAP 1055/1,72,389.0,100.00,100.00,3.87139e-50
2,swissprot,A0T0K3,P49563,Trieres chinensis,72,303.0,72.22,86.11,4.34785e-37
3,swissprot,A0T0K3,A0T0Z7,Thalassiosira pseudonana,72,283.0,68.06,79.17,5.71239e-34
4,swissprot,A0T0K3,Q5MIM5,Palmaria palmata,73,244.0,56.16,73.97,3.96992e-28
5,swissprot,A0T0K3,O46917,Guillardia theta,72,244.0,55.56,72.22,5.19591e-28
6,swissprot,A0T0K3,Q6B8X7,Gracilaria tenuistipitata var. liui,79,243.0,50.63,65.82,8.1012e-28
7,swissprot,A0T0K3,A2C4X2,Prochlorococcus marinus str. NATL1A,86,242.0,45.35,68.60,1.17306e-27
8,swissprot,A0T0K3,Q4G345,Emiliania huxleyi,70,240.0,55.71,74.29,1.85741e-27
9,swissprot,A0T0K3,P51290,Porphyra purpurea,70,237.0,55.71,75.71,4.09322e-27
10,swissprot,A0T0K3,Q3MF92,Trichormus variabilis ATCC 29413,79,236.0,48.10,67.09,9.8798e-27
11,swissprot,A0T0K3,Q8YPK8,Nostoc sp. PCC 7120 = FACHB-418,79,236.0,48.10,67.09,9.8798e-27
12,swissprot,A0T0K3,Q2JL69,Synechococcus sp. JA-2-3B'a(2-13),74,235.0,51.35,70.27,1.03843e-26
13,swissprot,A0T0K3,P73292,Synechocystis sp. PCC 6803 substr. Kazusa,81,236.0,44.44,66.67,1.05547e-26
14,swissprot,A0T0K3,B2ITM6,Nostoc punctiforme PCC 73102,80,236.0,47.50,67.50,1.06111e-26
15,swissprot,A0T0K3,Q46IT7,Prochlorococcus marinus str. NATL2A,86,235.0,44.19,67.44,1.77949e-26
16,swissprot,A0T0K3,Q2JUK0,Synechococcus sp. JA-3-3Ab,73,234.0,52.05,71.23,1.78809e-26
17,swissprot,A0T0K3,Q31L35,Synechococcus elongatus PCC 7942 = FACHB-805,77,234.0,46.75,67.53,1.84624e-26
18,swissprot,A0T0K3,Q1XDJ8,Neopyropia yezoensis,70,233.0,54.29,74.29,1.86101e-26
19,swissprot,A0T0K3,Q3AW65,Synechococcus sp. CC9902,79,233.0,45.57,70.89,2.3244e-26
20,swissprot,A0T0K3,B7KI16,Gloeothece citriformis PCC 7424,83,230.0,40.96,65.06,8.48205e-26
1,swissprot,A0T0K4,A0T0K4,Phaeodactylum tricornutum CCAP 1055/1,126,641.0,100.00,100.00,6.50086e-87
2,swissprot,A0T0K4,P49500,Trieres chinensis,126,601.0,92.86,96.83,6.96512e-81
3,swissprot,A0T0K4,A0T0Z8,Thalassiosira pseudonana,124,592.0,93.55,95.97,1.6425e-79
4,swissprot,A0T0K4,B8HVS0,Cyanothece sp. PCC 7425,136,567.0,78.68,84.56,1.61996e-75
5,swissprot,A0T0K4,P17294,Cyanophora paradoxa,124,563.0,85.48,92.74,4.79848e-75
6,swissprot,A0T0K4,P63199,Synechococcus elongatus PCC 6301,124,561.0,86.29,91.13,8.77407e-75
7,swissprot,A0T0K4,Q19V72,Chlorokybus atmophyticus,123,561.0,86.18,95.12,9.68606e-75
8,swissprot,A0T0K4,B0CCD3,Acaryochloris marina MBIC11017,124,560.0,86.29,91.13,1.12929e-74
9,swissprot,A0T0K4,B2J5A8,Nostoc punctiforme PCC 73102,127,559.0,83.46,89.76,1.82958e-74
10,swissprot,A0T0K4,B1WQY7,Crocosphaera subtropica ATCC 51142,124,558.0,87.10,90.32,2.18135e-74
11,swissprot,A0T0K4,P56354,Chlorella vulgaris,123,558.0,85.37,93.50,2.51616e-74
12,swissprot,A0T0K4,B7JUP8,Rippkaea orientalis PCC 8801,125,558.0,85.60,90.40,2.54322e-74
13,swissprot,A0T0K4,B1XI66,Synechococcus sp. PCC 7002,124,558.0,85.48,91.13,2.68698e-74
14,swissprot,A0T0K4,Q118Z5,Trichodesmium erythraeum IMS101,124,557.0,85.48,91.13,3.90197e-74
15,swissprot,A0T0K4,P74230,Synechocystis sp. PCC 6803 substr. Kazusa,126,557.0,84.13,91.27,4.03155e-74
16,swissprot,A0T0K4,Q3MDM2,Trichormus variabilis ATCC 29413,127,555.0,82.68,89.76,8.40782e-74
17,swissprot,A0T0K4,P13576,Arthrospira platensis,124,555.0,85.48,91.13,8.41104e-74
18,swissprot,A0T0K4,B7K837,Gloeothece citriformis PCC 7424,123,552.0,85.37,91.87,2.06859e-73
19,swissprot,A0T0K4,P59168,Thermosynechococcus vestitus BP-1,134,552.0,78.36,83.58,3.06732e-73
20,swissprot,A0T0K4,Q20EW0,Oltmannsiellopsis viridis,125,549.0,82.40,90.40,5.67409e-73
1,swissprot,A0T0K5,A0T0K5,Phaeodactylum tricornutum CCAP 1055/1,156,813.0,100.00,100.00,2.79682e-112
2,swissprot,A0T0K5,A0T0Z9,Thalassiosira pseudonana,156,696.0,82.05,92.31,2.05142e-94
3,swissprot,A0T0K5,P49495,Trieres chinensis,158,649.0,77.22,84.81,4.11989e-87
4,swissprot,A0T0K5,P51288,Porphyra purpurea,156,594.0,67.31,84.62,7.102e-79
5,swissprot,A0T0K5,Q1XDK0,Neopyropia yezoensis,156,580.0,64.74,83.97,1.17361e-76
6,swissprot,A0T0K5,Q6B8X9,Gracilaria tenuistipitata var. liui,156,567.0,66.67,82.05,9.61093e-75
7,swissprot,A0T0K5,A6MW27,Rhodomonas salina,156,552.0,62.18,80.13,1.69363e-72
8,swissprot,A0T0K5,B1XI65,Synechococcus sp. PCC 7002,156,551.0,63.46,82.05,2.59648e-72
9,swissprot,A0T0K5,P19458,Guillardia theta,156,544.0,61.54,82.05,3.84436e-71
10,swissprot,A0T0K5,Q4G343,Emiliania huxleyi,156,543.0,62.82,81.41,5.22442e-71
11,swissprot,A0T0K5,P18661,Synechococcus elongatus PCC 6301,156,535.0,57.69,83.33,7.81825e-70
12,swissprot,A0T0K5,B0CCD2,Acaryochloris marina MBIC11017,156,522.0,60.90,78.85,6.3177e-68
13,swissprot,A0T0K5,B2J5A9,Nostoc punctiforme PCC 73102,156,518.0,57.69,80.13,3.41199e-67
14,swissprot,A0T0K5,Q8DI44,Thermosynechococcus vestitus BP-1,156,518.0,56.41,82.69,3.41199e-67
15,swissprot,A0T0K5,B0JSE2,Microcystis aeruginosa NIES-843,156,516.0,60.26,78.21,7.02908e-67
16,swissprot,A0T0K5,B7K836,Gloeothece citriformis PCC 7424,156,514.0,58.97,78.21,1.28371e-66
17,swissprot,A0T0K5,P13577,Arthrospira platensis,156,513.0,57.69,78.85,1.44804e-66
18,swissprot,A0T0K5,Q118Z4,Trichodesmium erythraeum IMS101,156,511.0,57.69,80.13,3.83733e-66
19,swissprot,A0T0K5,Q9MUP1,Mesostigma viride,156,509.0,59.62,78.21,6.93143e-66
20,swissprot,A0T0K5,B1WQY6,Crocosphaera subtropica ATCC 51142,156,509.0,61.54,80.13,7.32149e-66
1,swissprot,A0T0K6,A0T0K6,Phaeodactylum tricornutum CCAP 1055/1,409,2143.0,100.00,100.00,0.0
2,swissprot,A0T0K6,A0T100,Thalassiosira pseudonana,409,1845.0,93.15,96.82,0.0
3,swissprot,A0T0K6,P50373,Stephanocyclus meneghinianus,409,1788.0,90.22,94.87,0.0
4,swissprot,A0T0K6,P49462,Trieres chinensis,409,1787.0,90.22,94.87,0.0
5,swissprot,A0T0K6,P17245,Cyanophora paradoxa,409,1759.0,81.42,90.71,0.0
6,swissprot,A0T0K6,Q1XDK1,Neopyropia yezoensis,409,1741.0,82.15,91.69,0.0
7,swissprot,A0T0K6,B1XI63,Synechococcus sp. PCC 7002,409,1738.0,82.15,91.44,0.0
8,swissprot,A0T0K6,P51287,Porphyra purpurea,409,1736.0,81.91,91.69,0.0
9,swissprot,A0T0K6,B0CCD0,Acaryochloris marina MBIC11017,409,1734.0,82.40,90.95,0.0
10,swissprot,A0T0K6,B7K834,Gloeothece citriformis PCC 7424,410,1728.0,82.44,90.00,0.0
11,swissprot,A0T0K6,Q9TJQ8,Prototheca wickerhamii,409,1715.0,77.02,87.53,0.0
12,swissprot,A0T0K6,P18668,Synechococcus elongatus PCC 6301,409,1713.0,81.66,90.22,0.0
13,swissprot,A0T0K6,P02991,Euglena gracilis,409,1702.0,77.51,88.02,0.0
14,swissprot,A0T0K6,Q2JUX4,Synechococcus sp. JA-3-3Ab,409,1699.0,80.68,89.98,0.0
15,swissprot,A0T0K6,Q0P3M7,Ostreococcus tauri,409,1698.0,76.77,88.02,0.0
16,swissprot,A0T0K6,B1WQY4,Crocosphaera subtropica ATCC 51142,409,1697.0,80.44,89.98,0.0
17,swissprot,A0T0K6,Q118Z2,Trichodesmium erythraeum IMS101,409,1697.0,80.68,89.98,0.0
18,swissprot,A0T0K6,B7JUP5,Rippkaea orientalis PCC 8801,409,1694.0,80.68,89.00,0.0
19,swissprot,A0T0K6,P56292,Chlorella vulgaris,409,1692.0,78.48,87.29,0.0
20,swissprot,A0T0K6,B0JSE0,Microcystis aeruginosa NIES-843,409,1685.0,79.71,89.49,0.0
1,swissprot,A0T0K7,A0T0K7,Phaeodactylum tricornutum CCAP 1055/1,107,559.0,100.00,100.00,4.55723e-75
2,swissprot,A0T0K7,A0T101,Thalassiosira pseudonana,107,399.0,75.70,87.85,1.13949e-50
3,swissprot,A0T0K7,P49498,Trieres chinensis,103,326.0,57.28,71.84,1.18363e-39
4,swissprot,A0T0K7,B8HV47,Cyanothece sp. PCC 7425,105,303.0,54.29,71.43,4.302e-36
5,swissprot,A0T0K7,B0CCC9,Acaryochloris marina MBIC11017,105,295.0,54.29,68.57,7.66072e-35
