Protein1,Protein2,DB,Organism,Length,Score,Identities,Positives,E
A0T0J9,A5GIS3,SP,Synechococcus sp. (strain WH7803) ,130,571,66.2,86.9,4.3e-32
A0T0J9,Q46IT1,SP,Prochlorococcus marinus (strain NATL2A) ,130,569,66.2,85.4,5.9e-32
A0T0J9,Q110D0,SP,Trichodesmium erythraeum (strain IMS101) ,131,568,65.6,89.8,6.9e-32
A0T0K0,A0T0K0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,311,1986,100.0,100.0,3.1e-128
A0T0K0,P49465,SP,Trieres chinensis ,312,1424,69.0,91.3,7e-90
A0T0K0,A0T0Z4,SP,Thalassiosira pseudonana ,313,1344,66.5,88.1,2e-84
A0T0K0,P51293,SP,Porphyra purpurea ,311,1000,50.6,81.9,6.1e-61
A0T0K0,Q1XDJ5,SP,Neopyropia yezoensis ,311,996,50.3,80.6,1.1e-60
A0T0K0,Q6B8X4,SP,Gracilaria tenuistipitata var. liui ,314,994,50.0,81.9,1.6e-60
A0T0K0,O46914,SP,Guillardia theta ,318,989,51.8,81.2,3.5e-60
A0T0K0,A6MW22,SP,Rhodomonas salina ,314,977,50.2,80.7,2.3e-59
A0T0K0,P48118,SP,Cyanophora paradoxa ,315,968,49.4,82.4,9.4e-59
A0T0K0,Q01569,SP,Pyrenomonas salina ,314,971,51.0,79.0,1.3e-58
A0T0K0,Q110D1,SP,Trichodesmium erythraeum (strain IMS101) ,314,953,48.9,79.7,9.9e-58
A0T0K0,Q2JUJ5,SP,Synechococcus sp. (strain JA-3-3Ab) ,331,949,49.5,78.4,2e-57
A0T0K0,Q8YPK3,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,315,940,47.0,79.9,7.7e-57
A0T0K0,Q3MF97,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,315,940,47.0,79.9,7.7e-57
A0T0K0,Q2JL74,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,335,931,48.5,78.0,3.4e-56
A0T0K0,P73297,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,314,912,46.8,76.4,6.2e-55
A0T0K0,Q31L30,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,309,905,46.3,76.9,1.8e-54
A0T0K0,O24710,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,309,905,46.3,76.9,1.8e-54
A0T0K0,Q7NFF5,SP,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) ,314,899,46.2,78.2,4.8e-54
A0T0K0,A2CI44,SP,Chlorokybus atmophyticus ,318,893,48.4,76.9,1.3e-53
A0T0K2,A0T0K2,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,138,893,100.0,100.0,7.5e-58
A0T0K2,A0T0Z6,SP,Thalassiosira pseudonana ,134,657,73.3,93.1,9.5e-41
A0T0K2,P49497,SP,Trieres chinensis ,138,597,65.9,84.8,2.2e-36
A0T0K2,Q9MUV1,SP,Mesostigma viride ,137,537,64.0,85.6,4.9e-32
A0T0K2,Q6B8X6,SP,Gracilaria tenuistipitata var. liui ,137,531,65.3,85.5,1.3e-31
A0T0K2,B8HNG6,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,137,513,63.2,84.0,2.7e-30
A0T0K2,Q3MF93,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,138,510,59.7,83.9,4.5e-30
A0T0K2,Q8YPK7,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,138,510,59.7,83.9,4.5e-30
A0T0K2,Q8DMK7,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,137,508,57.7,79.6,6.2e-30
A0T0K2,B2ITM7,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,138,507,58.9,83.9,7.4e-30
A0T0K2,B0C426,SP,Acaryochloris marina (strain MBIC 11017) ,137,499,61.3,83.9,2.8e-29
A0T0K2,Q1XDJ7,SP,Neopyropia yezoensis ,137,496,59.7,84.7,4.6e-29
A0T0K2,P51291,SP,Porphyra purpurea ,137,494,58.9,84.7,6.4e-29
A0T0K2,B1XJI0,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,137,493,59.7,83.9,7.6e-29
A0T0K2,B1WQT9,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,137,490,59.7,83.1,1.2e-28
A0T0K2,P19459,SP,Guillardia theta ,134,485,56.9,80.0,2.8e-28
A0T0K2,Q2JL70,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,136,484,60.5,79.8,3.4e-28
A0T0K2,Q2JUJ9,SP,Synechococcus sp. (strain JA-3-3Ab) ,137,484,59.7,79.8,3.4e-28
A0T0K2,A2BYQ9,SP,Prochlorococcus marinus (strain MIT 9515) ,136,478,58.1,81.5,9.2e-28
A0T0K2,B7KI15,SP,Gloeothece citriformis (strain PCC 7424) ,137,478,57.3,79.8,9.3e-28
A0T0K3,A0T0K3,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,72,499,100.0,100.0,5.3e-34
A0T0K3,P49563,SP,Trieres chinensis ,72,394,74.3,92.9,1.9e-25
A0T0K3,A0T0Z7,SP,Thalassiosira pseudonana ,72,359,73.1,89.6,1.3e-22
A0T0K3,Q5MIM5,SP,Palmaria palmata ,73,318,58.6,84.3,2.9e-19
A0T0K3,O46917,SP,Guillardia theta ,72,312,59.7,86.6,8.8e-19
A0T0K3,A2C4X2,SP,Prochlorococcus marinus (strain NATL1A) ,86,311,52.0,84.0,1.3e-18
A0T0K3,Q6B8X7,SP,Gracilaria tenuistipitata var. liui ,79,310,59.7,86.6,1.4e-18
A0T0K3,P51290,SP,Porphyra purpurea ,70,309,57.4,83.8,1.5e-18
A0T0K3,Q4G345,SP,Emiliania huxleyi ,70,307,57.4,83.8,2.2e-18
A0T0K3,Q1XDJ8,SP,Neopyropia yezoensis ,70,303,55.9,86.8,4.6e-18
A0T0K3,Q2JL69,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,74,301,58.5,86.2,7.1e-18
A0T0K3,P73292,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,81,301,55.4,87.7,7.9e-18
A0T0K3,Q46IT7,SP,Prochlorococcus marinus (strain NATL2A) ,86,301,50.7,82.7,8.4e-18
A0T0K3,Q2JUK0,SP,Synechococcus sp. (strain JA-3-3Ab) ,73,300,58.5,86.2,8.5e-18
A0T0K3,Q5N0T7,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,77,299,55.4,86.2,1.1e-17
A0T0K3,Q31L35,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,77,299,55.4,86.2,1.1e-17
A0T0K3,Q3MF92,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,79,299,53.5,83.1,1.1e-17
A0T0K3,Q8YPK8,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,79,299,53.5,83.1,1.1e-17
A0T0K3,Q3AW65,SP,Synechococcus sp. (strain CC9902) ,79,298,50.7,84.5,1.3e-17
A0T0K3,B2ITM6,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,80,298,53.5,83.1,1.4e-17
A0T0K4,A0T0K4,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,126,828,100.0,100.0,3.1e-52
A0T0K4,P49500,SP,Trieres chinensis ,126,774,92.9,97.6,2.2e-48
A0T0K4,A0T0Z8,SP,Thalassiosira pseudonana ,124,765,93.5,96.0,9.5e-48
A0T0K4,Q19V72,SP,Chlorokybus atmophyticus ,123,735,86.2,96.7,1.3e-45
A0T0K4,B8HVS0,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,136,731,87.0,96.7,2.8e-45
A0T0K4,P17294,SP,Cyanophora paradoxa ,124,729,85.5,96.0,3.5e-45
A0T0K4,B0CCD3,SP,Acaryochloris marina (strain MBIC 11017) ,124,728,87.0,95.9,4.1e-45
A0T0K4,B1XI66,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,124,726,86.2,95.9,5.7e-45
A0T0K4,B1WQY7,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,124,725,87.8,95.1,6.7e-45
A0T0K4,B7JUP8,SP,Rippkaea orientalis (strain PCC 8801) ,125,725,87.0,95.9,6.8e-45
A0T0K4,P63200,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,124,724,86.3,96.0,7.9e-45
A0T0K4,P63199,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,124,724,86.3,96.0,7.9e-45
A0T0K4,B2J5A8,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,127,724,84.1,94.4,8.1e-45
A0T0K4,P74230,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,126,723,84.1,95.2,9.5e-45
A0T0K4,P56354,SP,Chlorella vulgaris ,123,722,85.4,96.7,1.1e-44
A0T0K4,Q85BW6,SP,Anthoceros angustus ,123,721,84.6,95.1,1.3e-44
A0T0K4,B7K837,SP,Gloeothece citriformis (strain PCC 7424) ,123,720,85.4,95.9,1.5e-44
A0T0K4,Q8YP60,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,127,720,83.3,94.4,1.6e-44
A0T0K4,Q3MDM2,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,127,720,83.3,94.4,1.6e-44
A0T0K4,P59168,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,134,717,85.4,95.9,2.7e-44
A0T0K5,A0T0K5,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,156,978,100.0,100.0,8.3e-65
A0T0K5,A0T0Z9,SP,Thalassiosira pseudonana ,156,846,82.1,97.4,4e-55
A0T0K5,P49495,SP,Trieres chinensis ,158,785,84.7,96.5,1.2e-50
A0T0K5,P51288,SP,Porphyra purpurea ,156,724,67.3,90.4,3.5e-46
A0T0K5,Q1XDK0,SP,Neopyropia yezoensis ,156,709,64.7,90.4,4.5e-45
A0T0K5,Q6B8X9,SP,Gracilaria tenuistipitata var. liui ,156,688,66.7,89.1,1.6e-43
A0T0K5,A6MW27,SP,Rhodomonas salina ,156,677,62.2,89.7,9.9e-43
A0T0K5,B1XI65,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,156,673,63.5,87.2,2e-42
A0T0K5,P19458,SP,Guillardia theta ,156,670,61.5,89.1,3.2e-42
A0T0K5,Q4G343,SP,Emiliania huxleyi ,156,669,62.8,89.1,3.8e-42
A0T0K5,Q31PV3,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,156,649,57.7,89.7,1.1e-40
A0T0K5,P18661,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,156,649,57.7,89.7,1.1e-40
A0T0K5,B0CCD2,SP,Acaryochloris marina (strain MBIC 11017) ,156,639,60.9,85.3,6.1e-40
A0T0K5,B7K836,SP,Gloeothece citriformis (strain PCC 7424) ,156,635,59.0,87.2,1.2e-39
A0T0K5,Q8DI44,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,156,633,56.4,88.5,1.7e-39
A0T0K5,B0JSE2,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,156,630,60.3,85.9,2.8e-39
A0T0K5,B2J5A9,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,156,630,57.7,87.8,2.8e-39
A0T0K5,Q118Z4,SP,Trichodesmium erythraeum (strain IMS101) ,156,629,57.7,85.9,3.3e-39
A0T0K5,B8HVR9,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,155,627,59.6,84.0,4.6e-39
A0T0K5,P13577,SP,Arthrospira platensis ,156,625,57.7,86.5,6.5e-39
A0T0K6,A0T0K6,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,409,2648,100.0,100.0,4.6e-88
A0T0K6,A0T100,SP,Thalassiosira pseudonana ,409,2499,93.2,97.3,8.8e-83
A0T0K6,P50373,SP,Cyclotella meneghiniana ,409,2421,90.2,96.3,5.2e-80
A0T0K6,P49462,SP,Trieres chinensis ,409,2406,90.2,96.6,1.8e-79
A0T0K6,B1XI63,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,409,2276,82.2,95.4,7.2e-75
A0T0K6,B0CCD0,SP,Acaryochloris marina (strain MBIC 11017) ,409,2269,82.4,93.6,1.3e-74
A0T0K6,Q6B8Y0,SP,Gracilaria tenuistipitata var. liui ,409,2267,81.9,94.9,1.5e-74
A0T0K6,B7K834,SP,Gloeothece citriformis (strain PCC 7424) ,410,2262,82.4,94.4,2.3e-74
A0T0K6,Q1XDK1,SP,Neopyropia yezoensis ,409,2260,82.2,94.6,2.7e-74
A0T0K6,P51287,SP,Porphyra purpurea ,409,2253,81.9,94.4,4.7e-74
A0T0K6,P17245,SP,Cyanophora paradoxa ,409,2243,81.4,94.4,1.1e-73
A0T0K6,P33171,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,409,2235,81.7,93.9,2.1e-73
A0T0K6,P18668,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,409,2235,81.7,93.9,2.1e-73
A0T0K6,B1WQY4,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,409,2224,80.4,93.6,5e-73
A0T0K6,Q2JMX7,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,409,2222,80.7,93.2,5.9e-73
A0T0K6,Q118Z2,SP,Trichodesmium erythraeum (strain IMS101) ,409,2216,80.7,93.2,9.7e-73
A0T0K6,Q2JUX4,SP,Synechococcus sp. (strain JA-3-3Ab) ,409,2216,80.7,92.9,9.7e-73
A0T0K6,B7JUP5,SP,Rippkaea orientalis (strain PCC 8801) ,409,2214,80.7,93.2,1.1e-72
A0T0K6,B0JSE0,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,409,2207,79.7,93.2,2e-72
A0T0K6,Q4G342,SP,Emiliania huxleyi ,407,2193,80.0,94.1,6.3e-72
A0T0K7,A0T0K7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,107,701,100.0,100.0,4.3e-49
A0T0K7,A0T101,SP,Thalassiosira pseudonana ,107,551,75.7,90.7,3.8e-37
A0T0K7,P49498,SP,Trieres chinensis ,103,416,69.4,92.9,2.1e-26
A0T0K7,B8HV47,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,105,384,61.3,81.7,7.6e-24
A0T0K7,B0CCC9,SP,Acaryochloris marina (strain MBIC 11017) ,105,376,61.3,80.6,3.3e-23
A0T0K7,Q2JMX6,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,105,374,57.0,77.0,4.7e-23
A0T0K7,Q2JUX3,SP,Synechococcus sp. (strain JA-3-3Ab) ,105,373,56.0,78.0,5.7e-23
A0T0K7,Q8DI41,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,104,372,61.3,79.6,6.8e-23
A0T0K7,B1WQY3,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,105,370,54.7,77.4,9.9e-23
A0T0K7,B2J5B2,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,105,368,60.2,81.7,1.4e-22
A0T0K7,B7K833,SP,Gloeothece citriformis (strain PCC 7424) ,105,366,59.1,81.7,2.1e-22
A0T0K7,P48852,SP,Arthrospira platensis ,105,364,59.1,81.7,3e-22
A0T0K7,Q3MDM6,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,105,364,59.1,81.7,3e-22
A0T0K7,Q5N4C2,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,105,364,60.2,81.7,3e-22
A0T0K7,Q31PV6,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,105,364,60.2,81.7,3e-22
A0T0K7,Q8YP64,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,105,364,59.1,81.7,3e-22
A0T0K7,B1XI62,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,105,363,59.1,81.7,3.6e-22
A0T0K7,B0JSD9,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,105,363,59.1,81.7,3.6e-22
A0T0K7,Q118Z1,SP,Trichodesmium erythraeum (strain IMS101) ,105,362,59.1,81.7,4.3e-22
A0T0K7,Q3AMT7,SP,Synechococcus sp. (strain CC9605) ,106,362,58.1,81.7,4.3e-22
A0T0L0,A0T0L0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,98,635,100.0,100.0,1.1e-43
A0T0L0,P49494,SP,Trieres chinensis ,96,457,71.9,91.7,1.3e-29
A0T0L0,A0T104,SP,Thalassiosira pseudonana ,103,428,70.3,93.4,2.9e-27
A0T0L0,B2J6T8,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,116,180,29.2,68.8,1.4e-07
A0T0L0,Q10XV0,SP,Trichodesmium erythraeum (strain IMS101) ,117,173,28.3,71.7,5.1e-07
A0T0L0,Q8R6M1,SP,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) ,95,169,33.0,67.0,8.1e-07
A0T0L0,Q1XDC8,SP,Neopyropia yezoensis ,109,169,28.7,67.0,9.7e-07
A0T0L0,B5YEW9,SP,Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) ,97,168,30.0,66.7,1e-06
A0T0L0,Q3MBE2,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,108,168,27.2,70.7,1.1e-06
A0T0L0,Q8YMX2,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,108,165,26.1,70.7,2e-06
A0T0L0,P51359,SP,Porphyra purpurea ,112,165,29.8,64.9,2.1e-06
A0T0L0,B8E0J2,SP,Dictyoglomus turgidum (strain DSM 6724 / Z-1310) ,97,162,28.9,65.6,3e-06
A0T0L0,C5D9X6,SP,Geobacillus sp. (strain WCH70) ,95,161,29.5,65.3,3.5e-06
A0T0L0,P73636,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,113,162,30.0,67.8,3.6e-06
A0T0L0,C4XGN7,SP,Solidesulfovibrio magneticus (strain ATCC 700980 / DSM 13731 / RS-1) ,102,160,28.1,67.4,4.6e-06
A0T0L0,B3R0K3,SP,Phytoplasma mali (strain AT) ,94,156,26.6,70.2,8.6e-06
A0T0L0,Q2JQZ7,SP,Synechococcus sp. (strain JA-3-3Ab) ,96,156,25.3,67.4,8.8e-06
A0T0L0,A2BZ93,SP,Prochlorococcus marinus (strain MIT 9515) ,155,158,28.6,69.2,1.1e-05
A0T0L0,B1WU11,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,119,156,25.0,70.5,1.2e-05
A0T0L0,Q2JKZ9,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,96,154,27.4,64.2,1.3e-05
A0T0L1,A0T0L1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,269,1724,100.0,100.0,1.3e-86
A0T0L1,A0T103,SP,Thalassiosira pseudonana ,269,1486,83.2,96.3,9.5e-74
A0T0L1,P49570,SP,Trieres chinensis ,261,1392,81.7,95.6,1.1e-68
A0T0L1,Q317X8,SP,Prochlorococcus marinus (strain MIT 9312) ,264,1118,64.8,87.5,7.4e-54
A0T0L1,Q8YRC9,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,652,1119,66.8,87.3,1.7e-53
A0T0L1,A8G7G9,SP,Prochlorococcus marinus (strain MIT 9215) ,264,1099,64.5,87.2,7.9e-53
A0T0L1,P51361,SP,Porphyra purpurea ,277,1097,64.2,86.6,1.1e-52
A0T0L1,Q3M859,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,652,1104,66.0,87.3,1.1e-52
A0T0L1,A2BTP5,SP,Prochlorococcus marinus (strain AS9601) ,264,1096,64.2,87.5,1.1e-52
A0T0L1,B0C390,SP,Acaryochloris marina (strain MBIC 11017) ,275,1087,63.0,87.5,3.7e-52
A0T0L1,A3PFF2,SP,Prochlorococcus marinus (strain MIT 9301) ,264,1086,63.1,87.8,4e-52
A0T0L1,Q8DMP6,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,277,1086,66.7,85.9,4.2e-52
A0T0L1,Q7UZJ9,SP,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) ,265,1085,64.9,86.9,4.5e-52
A0T0L1,Q1XDC6,SP,Neopyropia yezoensis ,277,1085,64.4,85.6,4.7e-52
A0T0L1,A2BZ50,SP,Prochlorococcus marinus (strain MIT 9515) ,265,1081,64.6,87.3,7.4e-52
A0T0L1,Q4G387,SP,Emiliania huxleyi ,277,1066,62.7,84.4,5e-51
A0T0L1,Q112X4,SP,Trichodesmium erythraeum (strain IMS101) ,279,1066,63.0,86.6,5.1e-51
A0T0L1,Q6B924,SP,Gracilaria tenuistipitata var. liui ,276,1063,64.7,85.7,7.3e-51
A0T0L1,Q55710,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,656,1062,63.0,85.6,2.1e-50
A0T0L1,Q5N3I3,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,276,1052,63.3,85.5,2.9e-50
A0T0L2,A0T0L2,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,81,582,100.0,100.0,6.1e-33
A0T0L2,O96804,SP,Skeletonema costatum ,81,578,98.8,100.0,1.1e-32
A0T0L2,A0T0W4,SP,Thalassiosira pseudonana ,81,578,98.8,100.0,1.1e-32
A0T0L2,B0CB42,SP,Acaryochloris marina (strain MBIC 11017) ,81,574,96.3,100.0,2.1e-32
A0T0L2,B8HRC2,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,81,574,96.3,100.0,2.1e-32
A0T0L2,P0A416,SP,Synechococcus elongatus ,81,570,95.1,100.0,4e-32
A0T0L2,P0A417,SP,Thermostichus vulcanus ,81,570,95.1,100.0,4e-32
A0T0L2,P0A415,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,81,570,95.1,100.0,4e-32
A0T0L2,B2J393,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,81,566,95.1,100.0,7.4e-32
A0T0L2,P0A414,SP,Nostoc sp. (strain PCC 9229) ,81,566,95.1,100.0,7.4e-32
A0T0L2,P0A412,SP,Microchaete diplosiphon ,81,566,95.1,100.0,7.4e-32
A0T0L2,P0A413,SP,Nostoc sp. (strain PCC 8009) ,81,566,95.1,100.0,7.4e-32
A0T0L2,P0A410,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,81,565,93.8,100.0,8.6e-32
A0T0L2,P0A411,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,81,565,93.8,100.0,8.6e-32
A0T0L2,Q119B1,SP,Trichodesmium erythraeum (strain IMS101) ,81,565,93.8,98.8,8.6e-32
A0T0L2,P31087,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,81,565,93.8,98.8,8.6e-32
A0T0L2,O07112,SP,Mastigocladus laminosus ,81,564,95.1,98.8,1e-31
A0T0L2,Q31QV2,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,81,561,92.6,98.8,1.6e-31
A0T0L2,P31085,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,81,561,92.6,98.8,1.6e-31
A0T0L2,Q8M9U0,SP,Chaetosphaeridium globosum ,81,559,92.6,100.0,2.2e-31
A0T0L7,A0T0L7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,61,369,100.0,100.0,2.8e-24
A0T0L7,P49528,SP,Trieres chinensis ,61,310,77.0,96.7,2.4e-19
A0T0L7,O96798,SP,Skeletonema costatum ,61,294,75.4,98.4,5.2e-18
A0T0L7,P17159,SP,Cyanophora paradoxa ,65,166,50.0,80.8,2.8e-07
A0T0L7,Q4G3C6,SP,Emiliania huxleyi ,62,153,38.6,78.9,3.2e-06
A0T0L7,O78503,SP,Guillardia theta ,62,150,43.4,73.6,5.7e-06
A0T0L7,B8HYC0,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,62,149,50.0,80.0,6.9e-06
A0T0L7,P51316,SP,Porphyra purpurea ,62,143,41.1,73.2,2.2e-05
A0T0L7,Q1XDH1,SP,Neopyropia yezoensis ,62,142,41.1,73.2,2.7e-05
A0T0L7,Q6B8V1,SP,Gracilaria tenuistipitata var. liui ,62,140,40.0,76.0,3.9e-05
A0T0L7,Q8YQ44,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,62,139,52.1,77.1,4.7e-05
A0T0L7,D0VWR5,SP,Thermostichus vulcanus ,62,137,45.8,75.0,7e-05
A0T0L7,Q8DHJ2,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,62,137,45.8,75.0,7e-05
A0T0L7,Q3MCF9,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,62,135,51.2,74.4,0.0001
A0T0L7,P32095,SP,Euglena gracilis ,65,135,38.9,72.2,0.00011
A0T0L7,B1WWA0,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,62,133,45.8,77.1,0.00015
A0T0L7,Q8M9W6,SP,Chaetosphaeridium globosum ,62,132,41.2,72.5,0.00018
A0T0L7,Q85FM4,SP,Adiantum capillus-veneris ,62,131,38.7,71.0,0.00022
A0T0L7,P92276,SP,Chlamydomonas reinhardtii ,62,131,41.7,79.2,0.00022
A0T0L7,B2J4U7,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,62,131,48.8,76.7,0.00022
A0T0L8,A0T0L8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,34,211,100.0,100.0,1.2e-14
A0T0L8,P49529,SP,Trieres chinensis ,34,203,94.1,100.0,7.9e-14
A0T0L8,A0T0T2,SP,Thalassiosira pseudonana ,34,188,76.5,97.1,2.7e-12
A0T0L8,O96797,SP,Skeletonema costatum ,34,178,76.5,91.2,2.9e-11
A0T0L8,P51385,SP,Porphyra purpurea ,34,165,67.6,97.1,6.2e-10
A0T0L8,Q1XDA2,SP,Neopyropia yezoensis ,34,165,67.6,97.1,6.2e-10
A0T0L8,B2XTQ6,SP,Heterosigma akashiwo (strain CCMP452 / OLISTH) ,34,159,67.6,91.2,2.6e-09
A0T0L8,B2XTA0,SP,Heterosigma akashiwo (strain NIES-293 / 8280G21-1) ,34,159,67.6,91.2,2.6e-09
A0T0L8,Q6B8L0,SP,Gracilaria tenuistipitata var. liui ,34,151,64.7,91.2,1.7e-08
A0T0L8,Q4G3D2,SP,Emiliania huxleyi ,34,126,50.0,85.3,6.2e-06
A0T0L8,B2IYZ8,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,47,125,54.5,90.9,1.1e-05
A0T0L8,Q8YM13,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,40,124,54.5,87.9,1.2e-05
A0T0L8,A6MVU9,SP,Rhodomonas salina ,34,117,52.9,82.4,5.2e-05
A0T0L8,O78460,SP,Guillardia theta ,34,117,50.0,85.3,5.2e-05
A0T0L8,Q32RW9,SP,Staurastrum punctulatum ,33,111,54.5,84.8,0.00021
A0T0L8,Q8M9Z7,SP,Chaetosphaeridium globosum ,33,110,51.5,84.8,0.00026
